time,Zero,DIF,DEA,macd
19910524,0.00,-1.94,-2.06,0.25
19910528,0.00,-1.71,-1.92,0.43
19910529,0.00,-1.35,-1.69,0.68
19910530,0.00,-0.99,-1.41,0.85
19910531,0.00,-0.82,-1.17,0.71
19910603,0.00,-0.36,-0.85,0.98
19910604,0.00,-0.08,-0.54,0.92
19910605,0.00,-0.06,-0.35,0.57
19910606,0.00,-0.25,-0.31,0.12
19910607,0.00,-0.42,-0.36,-0.14
19910610,0.00,-0.53,-0.43,-0.21
19910611,0.00,-0.77,-0.57,-0.42
19910612,0.00,-1.21,-0.82,-0.77
19910613,0.00,-1.46,-1.08,-0.77
19910614,0.00,-1.70,-1.33,-0.75
19910617,0.00,-1.65,-1.46,-0.39
19910618,0.00,-1.54,-1.49,-0.10
19910619,0.00,-1.46,-1.48,0.04
19910620,0.00,-1.32,-1.41,0.19
19910621,0.00,-1.17,-1.32,0.29
19910624,0.00,-1.08,-1.22,0.29
19910625,0.00,-0.88,-1.09,0.41
19910626,0.00,-0.64,-0.91,0.54
19910627,0.00,-0.53,-0.76,0.45
19910628,0.00,-0.59,-0.69,0.20
19910701,0.00,-0.46,-0.60,0.28
19910702,0.00,-0.40,-0.52,0.24
19910703,0.00,-0.22,-0.40,0.36
19910705,0.00,0.26,-0.13,0.79
19910708,0.00,0.70,0.20,1.00
19910709,0.00,0.96,0.50,0.91
19910710,0.00,1.13,0.76,0.76
19910711,0.00,1.12,0.90,0.44
19910712,0.00,1.07,0.97,0.20
19910715,0.00,0.82,0.91,-0.18
19910716,0.00,0.38,0.70,-0.64
19910717,0.00,-0.09,0.38,-0.94
19910718,0.00,-0.03,0.22,-0.49
19910719,0.00,0.17,0.20,-0.06
19910722,0.00,0.28,0.23,0.10
19910723,0.00,0.20,0.22,-0.04
19910724,0.00,0.14,0.19,-0.09
19910725,0.00,0.13,0.17,-0.06
19910726,0.00,0.07,0.13,-0.12
19910729,0.00,0.12,0.12,-0.01
19910730,0.00,0.29,0.19,0.20
19910731,0.00,0.34,0.25,0.18
19910801,0.00,0.77,0.46,0.63
19910802,0.00,1.13,0.73,0.80
19910805,0.00,1.09,0.87,0.43
19910806,0.00,1.16,0.99,0.35
19910807,0.00,1.28,1.10,0.35
19910808,0.00,1.32,1.19,0.26
19910809,0.00,1.33,1.25,0.16
19910812,0.00,1.42,1.32,0.21
19910813,0.00,1.67,1.46,0.42
19910814,0.00,1.95,1.66,0.59
19910815,0.00,1.81,1.72,0.18
19910816,0.00,1.65,1.69,-0.08
19910819,0.00,1.09,1.45,-0.72
19910820,0.00,0.78,1.18,-0.81
19910821,0.00,0.95,1.09,-0.28
19910822,0.00,1.08,1.09,-0.01
19910823,0.00,0.94,1.03,-0.17
19910826,0.00,0.82,0.94,-0.25
19910827,0.00,0.85,0.91,-0.11
19910828,0.00,0.73,0.84,-0.21
19910829,0.00,0.59,0.74,-0.30
19910830,0.00,0.48,0.63,-0.31
19910903,0.00,0.32,0.51,-0.37
19910904,0.00,0.07,0.33,-0.53
19910905,0.00,-0.16,0.14,-0.59
19910906,0.00,-0.22,-0.01,-0.43
19910909,0.00,-0.00,-0.01,0.01
19910910,0.00,-0.31,-0.13,-0.37
19910911,0.00,-0.44,-0.25,-0.37
19910912,0.00,-0.47,-0.34,-0.26
19910913,0.00,-0.76,-0.51,-0.51
19910916,0.00,-1.11,-0.75,-0.72
19910917,0.00,-1.02,-0.86,-0.33
19910918,0.00,-0.77,-0.82,0.11
19910919,0.00,-0.64,-0.75,0.22
19910920,0.00,-0.40,-0.61,0.42
19910923,0.00,-0.40,-0.53,0.25
19910924,0.00,-0.28,-0.43,0.29
19910925,0.00,-0.16,-0.32,0.32
19910926,0.00,-0.15,-0.25,0.21
19910927,0.00,-0.28,-0.26,-0.03
19910930,0.00,-0.28,-0.27,-0.02
19911001,0.00,-0.09,-0.20,0.22
19911002,0.00,-0.11,-0.16,0.10
19911003,0.00,-0.40,-0.26,-0.29
19911004,0.00,-0.50,-0.35,-0.28
19911007,0.00,-0.55,-0.43,-0.23
19911008,0.00,-0.54,-0.48,-0.13
19911009,0.00,-0.55,-0.51,-0.09
19911010,0.00,-0.57,-0.53,-0.08
19911011,0.00,-0.45,-0.50,0.10
19911014,0.00,-0.16,-0.37,0.40
19911015,0.00,0.39,-0.06,0.91
19911016,0.00,0.86,0.31,1.11
19911017,0.00,0.96,0.57,0.78
19911018,0.00,1.34,0.88,0.93
19911021,0.00,1.49,1.12,0.74
19911022,0.00,1.49,1.27,0.44
19911023,0.00,1.23,1.25,-0.05
19911024,0.00,0.87,1.10,-0.46
19911025,0.00,0.50,0.86,-0.73
19911028,0.00,0.28,0.63,-0.70
19911029,0.00,0.18,0.45,-0.54
19911030,0.00,-0.18,0.20,-0.76
19911031,0.00,-0.15,0.06,-0.41
19911101,0.00,-0.19,-0.04,-0.30
19911104,0.00,-0.38,-0.18,-0.41
19911105,0.00,-0.63,-0.36,-0.54
19911106,0.00,-0.86,-0.56,-0.61
19911107,0.00,-0.72,-0.63,-0.19
19911108,0.00,-0.11,-0.42,0.62
19911111,0.00,0.35,-0.11,0.92
19911112,0.00,0.72,0.22,1.00
19911113,0.00,0.86,0.48,0.77
19911114,0.00,1.01,0.69,0.63
19911115,0.00,0.37,0.56,-0.38
19911118,0.00,0.27,0.45,-0.35
19911119,0.00,0.07,0.30,-0.45
19911120,0.00,-0.15,0.12,-0.54
19911121,0.00,-0.22,-0.02,-0.40
19911122,0.00,-0.21,-0.10,-0.24
19911125,0.00,-0.20,-0.14,-0.13
19911126,0.00,-0.15,-0.14,-0.01
19911127,0.00,-0.18,-0.16,-0.05
19911129,0.00,-0.23,-0.19,-0.09
19911202,0.00,-0.11,-0.16,0.09
19911203,0.00,-0.21,-0.18,-0.06
19911204,0.00,-0.26,-0.21,-0.10
19911205,0.00,-0.35,-0.27,-0.17
19911206,0.00,-0.57,-0.39,-0.37
19911209,0.00,-0.63,-0.49,-0.29
19911210,0.00,-0.64,-0.55,-0.19
19911211,0.00,-0.64,-0.58,-0.11
19911212,0.00,-0.56,-0.57,0.03
19911213,0.00,-0.34,-0.48,0.28
19911216,0.00,-0.18,-0.36,0.36
19911217,0.00,-0.07,-0.24,0.35
19911218,0.00,0.18,-0.08,0.50
19911219,0.00,0.18,0.02,0.30
19911220,0.00,0.10,0.05,0.09
19911223,0.00,0.23,0.12,0.21
19911224,0.00,0.40,0.23,0.33
19911226,0.00,0.87,0.49,0.76
19911227,0.00,1.14,0.75,0.78
19911230,0.00,1.50,1.05,0.91
19911231,0.00,1.61,1.28,0.68
19920102,0.00,2.06,1.59,0.94
19920103,0.00,2.18,1.83,0.71
19920106,0.00,2.02,1.90,0.23
19920107,0.00,2.00,1.94,0.12
19920108,0.00,2.10,2.01,0.19
19920109,0.00,2.33,2.14,0.39
19920110,0.00,2.38,2.23,0.29
19920113,0.00,2.27,2.25,0.04
19920114,0.00,2.47,2.34,0.27
19920115,0.00,2.35,2.34,0.01
19920116,0.00,2.07,2.23,-0.32
19920117,0.00,2.10,2.18,-0.16
19920120,0.00,1.93,2.08,-0.30
19920121,0.00,1.33,1.78,-0.90
19920122,0.00,1.25,1.57,-0.63
19920123,0.00,1.30,1.46,-0.33
19920124,0.00,1.29,1.39,-0.21
19920127,0.00,1.21,1.32,-0.22
19920128,0.00,1.22,1.28,-0.12
19920129,0.00,0.89,1.13,-0.46
19920130,0.00,0.73,0.97,-0.48
19920131,0.00,0.74,0.88,-0.27
19920203,0.00,0.86,0.87,-0.02
19920204,0.00,0.90,0.88,0.03
19920205,0.00,0.94,0.90,0.07
19920206,0.00,0.64,0.80,-0.32
19920207,0.00,0.41,0.64,-0.46
19920210,0.00,0.13,0.44,-0.61
19920211,0.00,-0.08,0.23,-0.62
19920212,0.00,0.13,0.19,-0.12
19920213,0.00,0.11,0.16,-0.09
19920214,0.00,0.08,0.13,-0.10
19920218,0.00,-0.14,0.02,-0.32
19920219,0.00,-0.38,-0.14,-0.48
19920220,0.00,-0.13,-0.14,0.01
19920221,0.00,0.08,-0.05,0.26
19920224,0.00,0.36,0.12,0.50
19920225,0.00,0.86,0.41,0.90
19920226,0.00,1.33,0.78,1.10
19920227,0.00,1.36,1.01,0.70
19920228,0.00,1.19,1.08,0.21
19920302,0.00,0.99,1.05,-0.11
19920303,0.00,0.71,0.91,-0.40
19920304,0.00,0.31,0.67,-0.72
19920305,0.00,-0.16,0.34,-1.00
19920306,0.00,-0.37,0.06,-0.85
19920309,0.00,-0.52,-0.17,-0.69
19920310,0.00,-0.59,-0.34,-0.50
19920311,0.00,-0.68,-0.48,-0.41
19920312,0.00,-0.78,-0.60,-0.36
19920313,0.00,-0.75,-0.66,-0.19
19920316,0.00,-0.67,-0.66,-0.01
19920317,0.00,-0.67,-0.67,-0.00
19920318,0.00,-0.51,-0.60,0.19
19920319,0.00,-0.50,-0.56,0.12
19920320,0.00,-0.44,-0.51,0.15
19920323,0.00,-0.42,-0.48,0.11
19920324,0.00,-0.11,-0.33,0.45
19920325,0.00,0.02,-0.19,0.42
19920326,0.00,0.03,-0.10,0.26
19920327,0.00,-0.40,-0.22,-0.36
19920330,0.00,-1.06,-0.56,-1.00
19920331,0.00,-1.40,-0.89,-1.01
19920401,0.00,-1.44,-1.11,-0.66
19920402,0.00,-1.45,-1.25,-0.40
19920403,0.00,-1.35,-1.29,-0.13
19920406,0.00,-0.99,-1.17,0.36
19920407,0.00,-1.23,-1.19,-0.07
19920408,0.00,-1.52,-1.32,-0.39
19920409,0.00,-1.44,-1.37,-0.14
19920410,0.00,-1.58,-1.46,-0.26
19920413,0.00,-1.46,-1.46,-0.01
19920414,0.00,-1.01,-1.28,0.54
19920415,0.00,-0.44,-0.94,1.01
19920416,0.00,-0.29,-0.68,0.79
19920420,0.00,-0.50,-0.61,0.21
19920421,0.00,-0.69,-0.64,-0.09
19920422,0.00,-0.57,-0.61,0.08
19920423,0.00,-0.57,-0.60,0.05
19920424,0.00,-0.62,-0.61,-0.03
19920427,0.00,-0.73,-0.65,-0.15
19920428,0.00,-0.98,-0.78,-0.39
19920429,0.00,-0.70,-0.75,0.10
19920430,0.00,-0.06,-0.47,0.83
19920501,0.00,0.22,-0.20,0.83
19920504,0.00,0.55,0.10,0.90
19920505,0.00,0.74,0.36,0.76
19920506,0.00,1.00,0.61,0.77
19920507,0.00,0.97,0.76,0.43
19920508,0.00,1.10,0.89,0.41
19920511,0.00,1.16,1.00,0.33
19920512,0.00,1.16,1.06,0.19
19920513,0.00,1.18,1.11,0.14
19920514,0.00,0.95,1.05,-0.19
19920515,0.00,0.66,0.89,-0.46
19920518,0.00,0.42,0.70,-0.56
19920519,0.00,0.11,0.47,-0.71
19920520,0.00,0.01,0.29,-0.55
19920521,0.00,-0.18,0.10,-0.56
19920522,0.00,-0.23,-0.03,-0.40
19920526,0.00,-0.29,-0.14,-0.31
19920527,0.00,-0.17,-0.15,-0.04
19920528,0.00,-0.20,-0.17,-0.06
19920529,0.00,-0.18,-0.17,-0.00
19920601,0.00,-0.47,-0.29,-0.36
19920602,0.00,-0.78,-0.49,-0.58
19920603,0.00,-1.27,-0.80,-0.94
19920604,0.00,-1.47,-1.07,-0.80
19920605,0.00,-1.48,-1.23,-0.49
19920608,0.00,-1.51,-1.34,-0.33
19920609,0.00,-1.51,-1.41,-0.19
19920610,0.00,-1.48,-1.44,-0.08
19920611,0.00,-1.38,-1.41,0.07
19920612,0.00,-1.16,-1.31,0.31
19920615,0.00,-1.26,-1.29,0.06
19920616,0.00,-1.75,-1.48,-0.56
19920617,0.00,-2.23,-1.78,-0.91
19920618,0.00,-2.76,-2.17,-1.18
19920619,0.00,-3.04,-2.52,-1.04
19920622,0.00,-3.16,-2.77,-0.77
19920623,0.00,-2.96,-2.85,-0.22
19920624,0.00,-2.61,-2.75,0.29
19920625,0.00,-2.34,-2.59,0.49
19920626,0.00,-2.14,-2.41,0.54
19920629,0.00,-1.71,-2.13,0.84
19920630,0.00,-1.20,-1.76,1.11
19920701,0.00,-0.70,-1.33,1.27
19920702,0.00,-0.75,-1.10,0.70
19920706,0.00,-0.75,-0.96,0.41
19920707,0.00,-1.01,-0.98,-0.06
19920708,0.00,-0.91,-0.95,0.08
19920709,0.00,-0.80,-0.89,0.19
19920710,0.00,-0.71,-0.82,0.22
19920713,0.00,-0.45,-0.67,0.44
19920714,0.00,-0.20,-0.49,0.56
19920715,0.00,0.03,-0.28,0.62
19920716,0.00,0.28,-0.06,0.67
19920717,0.00,-0.12,-0.08,-0.07
19920720,0.00,-0.39,-0.21,-0.37
19920721,0.00,-0.40,-0.28,-0.23
19920722,0.00,-0.60,-0.41,-0.38
19920723,0.00,-0.63,-0.50,-0.26
19920724,0.00,-0.46,-0.48,0.05
19920727,0.00,-0.43,-0.46,0.07
19920728,0.00,-0.21,-0.36,0.30
19920729,0.00,0.04,-0.20,0.48
19920730,0.00,0.19,-0.05,0.47
19920731,0.00,0.20,0.05,0.30
19920803,0.00,0.06,0.05,0.01
19920804,0.00,-0.07,0.00,-0.15
19920805,0.00,-0.25,-0.10,-0.31
19920806,0.00,-0.46,-0.24,-0.43
19920807,0.00,-0.66,-0.41,-0.50
19920810,0.00,-0.64,-0.50,-0.28
19920811,0.00,-0.70,-0.58,-0.24
19920812,0.00,-0.61,-0.59,-0.04
19920813,0.00,-0.45,-0.54,0.17
19920814,0.00,-0.33,-0.45,0.25
19920817,0.00,-0.24,-0.37,0.25
19920818,0.00,-0.18,-0.29,0.23
19920819,0.00,-0.17,-0.24,0.15
19920820,0.00,-0.12,-0.19,0.15
19920821,0.00,-0.08,-0.15,0.13
19920824,0.00,-0.27,-0.20,-0.15
19920825,0.00,-0.22,-0.21,-0.02
19920826,0.00,-0.19,-0.20,0.02
19920827,0.00,-0.13,-0.17,0.08
19920828,0.00,-0.02,-0.11,0.18
19920831,0.00,0.19,0.01,0.37
19920901,0.00,0.39,0.16,0.45
19920902,0.00,0.77,0.40,0.74
19920903,0.00,0.87,0.59,0.56
19920904,0.00,0.83,0.69,0.28
19920908,0.00,0.84,0.75,0.18
19920909,0.00,0.99,0.84,0.29
19920910,0.00,1.07,0.93,0.28
19920911,0.00,0.85,0.90,-0.10
19920914,0.00,0.95,0.92,0.06
19920915,0.00,0.79,0.87,-0.16
19920916,0.00,0.48,0.71,-0.46
19920917,0.00,0.13,0.48,-0.70
19920918,0.00,-0.02,0.28,-0.60
19920921,0.00,-0.11,0.13,-0.47
19920922,0.00,-0.27,-0.03,-0.47
19920923,0.00,-0.10,-0.06,-0.09
19920924,0.00,-0.18,-0.11,-0.14
19920925,0.00,-0.32,-0.19,-0.26
19920928,0.00,-0.50,-0.32,-0.37
19920929,0.00,-0.58,-0.42,-0.31
19920930,0.00,-0.56,-0.48,-0.17
19921001,0.00,-0.66,-0.55,-0.21
19921002,0.00,-0.76,-0.63,-0.25
19921005,0.00,-0.83,-0.71,-0.23
19921006,0.00,-0.65,-0.69,0.07
19921007,0.00,-0.67,-0.68,0.03
19921008,0.00,-0.68,-0.68,-0.00
19921009,0.00,-0.68,-0.68,-0.00
19921012,0.00,-0.56,-0.63,0.14
19921013,0.00,-0.27,-0.49,0.43
19921014,0.00,0.01,-0.29,0.59
19921015,0.00,0.11,-0.13,0.48
19921016,0.00,0.66,0.19,0.95
19921019,0.00,0.98,0.50,0.95
19921020,0.00,1.15,0.76,0.77
19921021,0.00,1.11,0.90,0.43
19921022,0.00,1.08,0.97,0.22
19921023,0.00,1.02,0.99,0.06
19921026,0.00,1.33,1.13,0.41
19921027,0.00,1.47,1.27,0.41
19921028,0.00,1.60,1.40,0.40
19921029,0.00,1.76,1.55,0.43
19921030,0.00,1.68,1.60,0.16
19921102,0.00,1.52,1.57,-0.09
19921103,0.00,1.33,1.47,-0.29
19921104,0.00,1.23,1.38,-0.29
19921105,0.00,1.48,1.42,0.12
19921106,0.00,1.67,1.52,0.31
19921109,0.00,1.65,1.57,0.16
19921110,0.00,1.72,1.63,0.17
19921111,0.00,1.76,1.68,0.15
19921112,0.00,1.73,1.70,0.06
19921113,0.00,1.55,1.64,-0.18
19921116,0.00,1.54,1.60,-0.12
19921117,0.00,1.17,1.43,-0.52
19921118,0.00,1.25,1.35,-0.22
19921119,0.00,1.32,1.34,-0.05
19921120,0.00,1.20,1.28,-0.17
19921123,0.00,0.97,1.16,-0.38
19921124,0.00,0.90,1.05,-0.31
19921125,0.00,0.67,0.90,-0.46
19921127,0.00,0.51,0.75,-0.47
19921130,0.00,0.53,0.66,-0.26
19921201,0.00,0.63,0.65,-0.04
19921202,0.00,0.52,0.60,-0.15
19921203,0.00,0.47,0.55,-0.15
19921204,0.00,0.33,0.46,-0.26
19921207,0.00,0.36,0.42,-0.13
19921208,0.00,0.41,0.41,-0.01
19921209,0.00,0.36,0.39,-0.07
19921210,0.00,0.25,0.34,-0.16
19921211,0.00,0.22,0.29,-0.14
19921214,0.00,0.15,0.23,-0.17
19921215,0.00,-0.02,0.13,-0.31
19921216,0.00,-0.32,-0.05,-0.55
19921217,0.00,-0.23,-0.12,-0.21
19921218,0.00,0.04,-0.06,0.19
19921221,0.00,0.40,0.12,0.54
19921222,0.00,0.74,0.37,0.74
19921223,0.00,0.80,0.54,0.51
19921224,0.00,0.69,0.60,0.18
19921228,0.00,0.67,0.63,0.08
19921229,0.00,0.65,0.64,0.02
19921230,0.00,0.48,0.58,-0.18
19921231,0.00,0.50,0.55,-0.08
19930104,0.00,0.28,0.44,-0.32
19930105,0.00,0.28,0.38,-0.20
19930106,0.00,0.62,0.47,0.29
19930107,0.00,0.70,0.56,0.27
19930108,0.00,0.90,0.70,0.40
19930111,0.00,1.25,0.92,0.66
19930112,0.00,1.04,0.97,0.14
19930113,0.00,1.15,1.04,0.22
19930114,0.00,1.39,1.18,0.42
19930115,0.00,0.80,1.03,-0.46
19930118,0.00,0.30,0.74,-0.88
19930119,0.00,0.02,0.45,-0.86
19930120,0.00,-0.12,0.22,-0.69
19930121,0.00,-0.20,0.05,-0.51
19930122,0.00,-0.31,-0.09,-0.44
19930125,0.00,-0.30,-0.18,-0.24
19930126,0.00,-0.17,-0.17,0.01
19930127,0.00,-0.15,-0.17,0.02
19930128,0.00,-0.19,-0.18,-0.03
19930129,0.00,-0.26,-0.21,-0.10
19930201,0.00,-0.04,-0.14,0.20
19930202,0.00,-0.05,-0.11,0.11
19930203,0.00,-0.09,-0.10,0.02
19930204,0.00,-0.18,-0.13,-0.10
19930205,0.00,-0.55,-0.30,-0.50
19930208,0.00,-0.86,-0.52,-0.67
19930209,0.00,-0.96,-0.70,-0.53
19930210,0.00,-1.15,-0.88,-0.54
19930211,0.00,-1.30,-1.05,-0.51
19930212,0.00,-1.52,-1.24,-0.57
19930216,0.00,-1.72,-1.43,-0.58
19930217,0.00,-1.65,-1.52,-0.26
19930218,0.00,-1.37,-1.46,0.17
19930219,0.00,-1.15,-1.34,0.37
19930222,0.00,-0.95,-1.18,0.47
19930223,0.00,-0.91,-1.07,0.32
19930224,0.00,-0.94,-1.02,0.16
19930225,0.00,-0.76,-0.92,0.31
19930226,0.00,-0.87,-0.90,0.06
19930301,0.00,-0.86,-0.88,0.04
19930302,0.00,-0.68,-0.80,0.24
19930303,0.00,-0.49,-0.68,0.38
19930304,0.00,-0.30,-0.53,0.45
19930305,0.00,-0.17,-0.38,0.43
19930308,0.00,0.13,-0.18,0.62
19930309,0.00,0.35,0.03,0.63
19930310,0.00,0.46,0.20,0.52
19930311,0.00,0.53,0.34,0.39
19930312,0.00,0.47,0.39,0.16
19930315,0.00,0.51,0.44,0.15
19930316,0.00,0.45,0.44,0.01
19930317,0.00,0.20,0.34,-0.30
19930318,0.00,-0.06,0.18,-0.48
19930319,0.00,-0.32,-0.02,-0.60
19930322,0.00,-0.53,-0.22,-0.62
19930323,0.00,-0.72,-0.42,-0.59
19930324,0.00,-0.66,-0.52,-0.28
19930325,0.00,-0.45,-0.49,0.08
19930326,0.00,-0.52,-0.50,-0.04
19930329,0.00,-0.86,-0.65,-0.43
19930330,0.00,-0.86,-0.73,-0.26
19930331,0.00,-0.93,-0.81,-0.24
19930401,0.00,-0.90,-0.85,-0.10
19930402,0.00,-1.07,-0.94,-0.27
19930405,0.00,-1.16,-1.02,-0.26
19930406,0.00,-1.34,-1.15,-0.38
19930407,0.00,-1.14,-1.15,0.01
19930408,0.00,-1.09,-1.12,0.07
19930412,0.00,-0.97,-1.06,0.18
19930413,0.00,-1.07,-1.07,-0.02
19930414,0.00,-1.06,-1.06,0.01
19930415,0.00,-1.22,-1.13,-0.19
19930416,0.00,-1.14,-1.13,-0.02
19930419,0.00,-1.00,-1.08,0.16
19930420,0.00,-0.65,-0.91,0.51
19930421,0.00,-0.47,-0.73,0.53
19930422,0.00,-0.28,-0.55,0.54
19930423,0.00,-0.26,-0.44,0.34
19930426,0.00,-0.28,-0.37,0.19
19930427,0.00,-0.10,-0.26,0.33
19930428,0.00,0.18,-0.09,0.53
19930429,0.00,0.25,0.05,0.40
19930430,0.00,0.36,0.17,0.37
19930503,0.00,0.50,0.30,0.39
19930504,0.00,0.78,0.49,0.57
19930505,0.00,1.08,0.72,0.70
19930506,0.00,1.11,0.88,0.46
19930507,0.00,1.23,1.02,0.42
19930510,0.00,1.28,1.12,0.32
19930511,0.00,1.19,1.15,0.09
19930512,0.00,0.91,1.06,-0.29
19930513,0.00,1.02,1.04,-0.04
19930514,0.00,1.05,1.05,0.01
19930517,0.00,1.06,1.05,0.02
19930518,0.00,0.99,1.03,-0.08
19930519,0.00,1.15,1.08,0.15
19930520,0.00,1.42,1.21,0.41
19930521,0.00,1.35,1.27,0.16
19930524,0.00,1.27,1.27,-0.00
19930525,0.00,0.99,1.16,-0.34
19930526,0.00,0.97,1.08,-0.22
19930527,0.00,0.89,1.00,-0.23
19930528,0.00,0.67,0.87,-0.40
19930601,0.00,0.57,0.75,-0.36
19930602,0.00,0.48,0.64,-0.32
19930603,0.00,0.32,0.51,-0.39
19930604,0.00,-0.01,0.31,-0.62
19930607,0.00,-0.80,-0.14,-1.32
19930608,0.00,-1.43,-0.65,-1.55
19930609,0.00,-2.50,-1.39,-2.22
19930610,0.00,-3.02,-2.04,-1.96
19930611,0.00,-3.33,-2.56,-1.54
19930614,0.00,-3.25,-2.84,-0.83
19930615,0.00,-3.45,-3.08,-0.74
19930616,0.00,-3.39,-3.20,-0.37
19930617,0.00,-3.36,-3.27,-0.19
19930618,0.00,-3.24,-3.26,0.03
19930621,0.00,-3.23,-3.25,0.03
19930622,0.00,-2.84,-3.09,0.48
19930623,0.00,-2.62,-2.90,0.56
19930624,0.00,-2.19,-2.62,0.85
19930625,0.00,-2.09,-2.41,0.63
19930628,0.00,-1.93,-2.21,0.57
19930629,0.00,-1.91,-2.09,0.37
19930630,0.00,-1.75,-1.95,0.41
19930701,0.00,-1.79,-1.89,0.19
19930702,0.00,-1.68,-1.80,0.26
19930706,0.00,-1.64,-1.74,0.19
19930707,0.00,-1.73,-1.74,0.01
19930708,0.00,-1.72,-1.73,0.02
19930709,0.00,-1.60,-1.68,0.15
19930712,0.00,-1.29,-1.52,0.47
19930713,0.00,-1.15,-1.37,0.45
19930714,0.00,-1.02,-1.23,0.43
19930715,0.00,-1.11,-1.18,0.14
19930716,0.00,-2.30,-1.63,-1.34
19930719,0.00,-3.20,-2.26,-1.89
19930720,0.00,-3.45,-2.73,-1.42
19930721,0.00,-3.54,-3.06,-0.97
19930722,0.00,-3.42,-3.20,-0.44
19930723,0.00,-3.25,-3.22,-0.05
19930726,0.00,-2.91,-3.10,0.37
19930727,0.00,-2.65,-2.92,0.54
19930728,0.00,-2.32,-2.68,0.72
19930729,0.00,-1.97,-2.40,0.85
19930730,0.00,-1.61,-2.08,0.95
19930802,0.00,-1.21,-1.73,1.04
19930803,0.00,-0.85,-1.38,1.06
19930804,0.00,-0.41,-0.99,1.16
19930805,0.00,-0.24,-0.69,0.91
19930806,0.00,-0.15,-0.48,0.64
19930809,0.00,-0.03,-0.30,0.54
19930810,0.00,-0.13,-0.23,0.20
19930811,0.00,-0.32,-0.27,-0.12
19930812,0.00,-0.58,-0.39,-0.37
19930813,0.00,-0.58,-0.47,-0.23
19930816,0.00,-0.54,-0.50,-0.09
19930817,0.00,-0.37,-0.45,0.15
19930818,0.00,-0.23,-0.36,0.26
19930819,0.00,-0.28,-0.33,0.09
19930820,0.00,-0.23,-0.29,0.12
19930823,0.00,-0.14,-0.23,0.19
19930824,0.00,-0.12,-0.19,0.12
19930825,0.00,-0.22,-0.20,-0.04
19930826,0.00,-0.32,-0.25,-0.15
19930827,0.00,-0.43,-0.32,-0.21
19930830,0.00,-0.54,-0.41,-0.27
19930831,0.00,-0.52,-0.46,-0.14
19930901,0.00,-0.54,-0.49,-0.10
19930902,0.00,-0.58,-0.53,-0.11
19930903,0.00,-0.59,-0.55,-0.07
19930907,0.00,-0.49,-0.53,0.07
19930908,0.00,-0.34,-0.45,0.22
19930909,0.00,-0.35,-0.41,0.13
19930910,0.00,-0.30,-0.37,0.14
19930913,0.00,-0.40,-0.38,-0.04
19930914,0.00,-0.59,-0.46,-0.25
19930915,0.00,-0.64,-0.53,-0.22
19930916,0.00,-0.61,-0.57,-0.10
19930917,0.00,-0.50,-0.54,0.08
19930920,0.00,-0.47,-0.51,0.09
19930921,0.00,-0.48,-0.50,0.04
19930922,0.00,-0.32,-0.43,0.21
19930923,0.00,-0.32,-0.39,0.13
19930924,0.00,-0.27,-0.34,0.14
19930927,0.00,-0.27,-0.31,0.09
19930928,0.00,-0.25,-0.29,0.07
19930929,0.00,-0.36,-0.32,-0.09
19930930,0.00,-0.48,-0.38,-0.20
19931001,0.00,-0.62,-0.48,-0.29
19931004,0.00,-0.69,-0.56,-0.25
19931005,0.00,-0.59,-0.57,-0.03
19931006,0.00,-0.49,-0.54,0.10
19931007,0.00,-0.50,-0.52,0.05
19931008,0.00,-0.53,-0.53,-0.02
19931011,0.00,-0.38,-0.47,0.18
19931012,0.00,-0.23,-0.37,0.29
19931013,0.00,-0.13,-0.27,0.29
19931014,0.00,-0.10,-0.20,0.21
19931015,0.00,0.57,0.11,0.93
19931018,0.00,0.97,0.45,1.04
19931019,0.00,1.09,0.71,0.76
19931020,0.00,1.12,0.87,0.49
19931021,0.00,1.45,1.10,0.69
19931022,0.00,1.59,1.30,0.58
19931025,0.00,1.57,1.41,0.33
19931026,0.00,1.47,1.43,0.07
19931027,0.00,1.63,1.51,0.23
19931028,0.00,1.55,1.52,0.05
19931029,0.00,1.40,1.48,-0.14
19931101,0.00,1.36,1.43,-0.13
19931102,0.00,1.46,1.44,0.04
19931103,0.00,1.30,1.39,-0.17
19931104,0.00,1.24,1.33,-0.18
19931105,0.00,1.10,1.24,-0.28
19931108,0.00,0.81,1.07,-0.52
19931109,0.00,0.51,0.84,-0.67
19931110,0.00,0.39,0.66,-0.54
19931111,0.00,0.39,0.55,-0.32
19931112,0.00,0.43,0.51,-0.15
19931115,0.00,0.47,0.49,-0.04
19931116,0.00,0.77,0.60,0.33
19931117,0.00,0.84,0.70,0.29
19931118,0.00,0.85,0.76,0.19
19931119,0.00,0.75,0.76,-0.01
19931122,0.00,0.59,0.69,-0.20
19931123,0.00,0.54,0.63,-0.18
19931124,0.00,0.49,0.57,-0.17
19931126,0.00,0.38,0.50,-0.23
19931129,0.00,0.17,0.37,-0.39
19931130,0.00,0.01,0.22,-0.43
19931201,0.00,-0.10,0.09,-0.38
19931202,0.00,-0.12,0.01,-0.26
19931203,0.00,-0.17,-0.06,-0.21
19931206,0.00,-0.08,-0.07,-0.02
19931207,0.00,-0.03,-0.05,0.05
19931208,0.00,-0.04,-0.05,0.01
19931209,0.00,-0.32,-0.16,-0.33
